epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,137.015,0.6514,3.5163,0.92608,0.01961,1,0.17146,0.13159,0.38243,3.40559,0.80087,0.00011669,0.00011669,0.00011669
2,234.188,0.51309,1.60344,0.82753,1,0.39406,0.97381,0.8225,0.54057,2.36363,0.78919,0.000249225,0.000249225,0.000249225
3,330.75,0.53776,1.08341,0.83289,0.99082,0.13393,0.94439,0.82452,0.50735,2.47107,0.78386,0.000380879,0.000380879,0.000380879
4,428.361,0.50782,0.91539,0.82826,1,0.10063,0.94726,0.86142,0.44302,2.53061,0.78297,0.000511654,0.000511654,0.000511654
5,525.602,0.52616,0.82132,0.83951,1,0.41855,0.96299,0.87766,0.45235,2.48576,0.80102,0.000641548,0.000641548,0.000641548
6,621.169,0.50638,0.81364,0.84757,1,0.52567,0.98469,0.86842,0.51675,2.2562,0.80885,0.000770562,0.000770562,0.000770562
7,718.083,0.51584,0.74597,0.84474,1,0.98226,0.995,0.91476,0.44212,1.73123,0.79864,0.000898696,0.000898696,0.000898696
8,820.032,0.46868,0.73194,0.8517,0.99821,0.99107,0.995,0.9053,0.45884,1.43684,0.80052,0.00102595,0.00102595,0.00102595
9,916.69,0.47185,0.68874,0.83698,1,0.99553,0.995,0.90729,0.44409,1.20065,0.80048,0.00115232,0.00115232,0.00115232
10,1012.26,0.49706,0.68617,0.84665,1,0.99651,0.995,0.92535,0.39967,1.37645,0.79155,0.00127782,0.00127782,0.00127782
11,1107.42,0.52531,0.71164,0.85953,1,0.99798,0.995,0.9124,0.43124,1.17935,0.80015,0.00140243,0.00140243,0.00140243
12,1202.06,0.54335,0.68771,0.86282,0.9983,1,0.995,0.91753,0.40981,0.93298,0.80185,0.00152616,0.00152616,0.00152616
13,1297.57,0.44906,0.62914,0.83908,0.99794,0.99554,0.995,0.91382,0.43498,0.83288,0.80022,0.00160099,0.00160099,0.00160099
14,1391.88,0.46466,0.63163,0.8167,0.99918,1,0.995,0.90655,0.42803,0.67822,0.79967,0.00159549,0.00159549,0.00159549
15,1485.61,0.49098,0.64854,0.83632,0.99555,0.99893,0.99496,0.92318,0.39691,0.60421,0.7977,0.00158998,0.00158998,0.00158998
16,1580.35,0.47445,0.61033,0.83477,0.9993,1,0.995,0.9207,0.43039,0.55675,0.79882,0.00158448,0.00158448,0.00158448
17,1672.98,0.51434,0.63704,0.84821,1,0.99973,0.995,0.9211,0.41229,0.55292,0.79846,0.00157898,0.00157898,0.00157898
18,1762.15,0.5097,0.61234,0.85533,0.99923,1,0.995,0.91459,0.42742,0.56038,0.80295,0.00157348,0.00157348,0.00157348
19,1852.27,0.47518,0.57529,0.83219,0.99965,1,0.995,0.91383,0.4264,0.52824,0.79957,0.00156798,0.00156798,0.00156798
20,1942.49,0.47841,0.5675,0.85027,1,0.9988,0.995,0.92497,0.38433,0.50115,0.79278,0.00156248,0.00156248,0.00156248
21,2038.3,0.46351,0.54871,0.84681,0.99992,1,0.995,0.92496,0.38219,0.47977,0.79149,0.00155698,0.00155698,0.00155698
22,2133.77,0.45247,0.50336,0.82618,0.99972,1,0.995,0.92318,0.40199,0.46939,0.7939,0.00155148,0.00155148,0.00155148
23,2228.33,0.44439,0.51376,0.83107,0.9996,1,0.995,0.92109,0.39147,0.48404,0.79501,0.00154598,0.00154598,0.00154598
24,2323.19,0.4609,0.53676,0.84466,0.99975,1,0.995,0.93241,0.36363,0.45874,0.78961,0.00154047,0.00154047,0.00154047
25,2417.44,0.43195,0.48641,0.83171,0.99967,1,0.995,0.93942,0.36148,0.43409,0.79187,0.00153497,0.00153497,0.00153497
26,2512.88,0.41145,0.46343,0.82841,0.99969,1,0.995,0.92892,0.35472,0.41316,0.7896,0.00152947,0.00152947,0.00152947
27,2607.38,0.42826,0.46957,0.82435,0.99968,1,0.995,0.92235,0.37866,0.43159,0.7913,0.00152397,0.00152397,0.00152397
28,2700.97,0.43977,0.47784,0.82808,0.99966,1,0.995,0.93518,0.35705,0.42349,0.79289,0.00151847,0.00151847,0.00151847
29,2795.55,0.43285,0.45087,0.83467,0.99956,1,0.995,0.9317,0.36661,0.40409,0.79387,0.00151297,0.00151297,0.00151297
30,2889.04,0.43021,0.46559,0.84981,0.99968,1,0.995,0.95245,0.34505,0.38838,0.78853,0.00150747,0.00150747,0.00150747
31,2977.89,0.41182,0.4468,0.82014,0.99974,1,0.995,0.95629,0.31577,0.39922,0.78297,0.00150197,0.00150197,0.00150197
32,3066.99,0.41269,0.44067,0.84171,0.99969,1,0.995,0.94501,0.33369,0.38389,0.78647,0.00149647,0.00149647,0.00149647
33,3156.61,0.42042,0.42632,0.83267,0.99971,1,0.995,0.93664,0.33628,0.37062,0.78834,0.00149096,0.00149096,0.00149096
34,3244.99,0.40957,0.40928,0.83106,0.99971,1,0.995,0.95393,0.31909,0.35541,0.78688,0.00148546,0.00148546,0.00148546
35,3334.75,0.39731,0.4077,0.83265,0.99971,1,0.995,0.95737,0.31307,0.35405,0.78715,0.00147996,0.00147996,0.00147996
36,3423.47,0.39177,0.40299,0.82288,0.99972,1,0.995,0.94217,0.32888,0.34863,0.7901,0.00147446,0.00147446,0.00147446
37,3511.55,0.40692,0.39521,0.85256,0.99971,1,0.995,0.94191,0.32985,0.3407,0.78716,0.00146896,0.00146896,0.00146896
38,3599.73,0.38895,0.38472,0.83076,0.9997,1,0.995,0.95306,0.30945,0.32404,0.78451,0.00146346,0.00146346,0.00146346
39,3688.97,0.38347,0.3799,0.81741,0.99974,1,0.995,0.93749,0.35532,0.34121,0.78992,0.00145796,0.00145796,0.00145796
40,3778.45,0.39223,0.38821,0.81286,0.9997,1,0.995,0.94948,0.33172,0.35189,0.789,0.00145246,0.00145246,0.00145246
41,3867.64,0.39256,0.38381,0.82482,0.99964,1,0.995,0.95384,0.33253,0.35429,0.78348,0.00144696,0.00144696,0.00144696
42,3959.82,0.3865,0.36992,0.83175,0.99969,1,0.995,0.95882,0.30303,0.32936,0.78104,0.00144145,0.00144145,0.00144145
43,4049.73,0.37767,0.38071,0.81706,0.99972,1,0.995,0.95683,0.31444,0.33297,0.78163,0.00143595,0.00143595,0.00143595
44,4139.94,0.37861,0.37838,0.82302,0.99969,1,0.995,0.95847,0.33067,0.32784,0.78474,0.00143045,0.00143045,0.00143045
45,4229.47,0.42792,0.40037,0.85377,0.99969,1,0.995,0.96513,0.30312,0.31531,0.78206,0.00142495,0.00142495,0.00142495
46,4319.14,0.38988,0.38187,0.83923,0.99969,1,0.995,0.94827,0.3168,0.33133,0.78412,0.00141945,0.00141945,0.00141945
47,4407.46,0.39947,0.38323,0.82692,0.99974,1,0.995,0.95675,0.30877,0.32286,0.78156,0.00141395,0.00141395,0.00141395
48,4495.73,0.377,0.37129,0.81735,0.99921,1,0.995,0.94205,0.34282,0.32314,0.78656,0.00140845,0.00140845,0.00140845
49,4585.01,0.40917,0.38833,0.8249,0.99488,1,0.99491,0.95998,0.32398,0.32336,0.78379,0.00140295,0.00140295,0.00140295
50,4673.36,0.37306,0.35899,0.8168,0.99481,1,0.99478,0.96161,0.30617,0.29699,0.78368,0.00139745,0.00139745,0.00139745
51,4761.86,0.38417,0.3597,0.8283,0.99487,1,0.99487,0.95872,0.32343,0.29958,0.78411,0.00139195,0.00139195,0.00139195
52,4850.77,0.39028,0.35888,0.819,0.99768,1,0.995,0.94429,0.32209,0.30359,0.78522,0.00138644,0.00138644,0.00138644
53,4939.44,0.42809,0.38109,0.83205,0.99867,1,0.995,0.95557,0.30735,0.30189,0.78276,0.00138094,0.00138094,0.00138094
54,5027.58,0.41258,0.3523,0.83268,0.99907,1,0.995,0.95587,0.30501,0.29878,0.78393,0.00137544,0.00137544,0.00137544
55,5116.56,0.40174,0.35727,0.82431,0.99902,1,0.995,0.9685,0.29526,0.29638,0.78346,0.00136994,0.00136994,0.00136994
56,5206.65,0.3837,0.34637,0.82249,0.99966,1,0.995,0.96749,0.29818,0.29611,0.78402,0.00136444,0.00136444,0.00136444
57,5297.03,0.36672,0.3242,0.82681,0.99958,1,0.995,0.96713,0.29037,0.28457,0.78151,0.00135894,0.00135894,0.00135894
58,5385.28,0.37633,0.34606,0.82755,1,0.99984,0.995,0.9672,0.30508,0.29024,0.78201,0.00135344,0.00135344,0.00135344
59,5475.09,0.38059,0.3367,0.83832,1,0.99949,0.995,0.97228,0.29648,0.28896,0.78185,0.00134794,0.00134794,0.00134794
60,5565.18,0.39682,0.34718,0.83374,1,0.99939,0.995,0.96479,0.30015,0.29914,0.78251,0.00134244,0.00134244,0.00134244
61,5654.32,0.36184,0.34204,0.8216,0.99959,1,0.995,0.9714,0.28066,0.2784,0.78082,0.00133693,0.00133693,0.00133693
62,5744.18,0.36642,0.33472,0.82709,0.99986,1,0.995,0.97199,0.27641,0.27146,0.78151,0.00133143,0.00133143,0.00133143
63,5834.68,0.35014,0.32261,0.81131,0.99993,1,0.995,0.97043,0.27985,0.26395,0.7825,0.00132593,0.00132593,0.00132593
64,5928.2,0.35366,0.31432,0.81131,0.99985,1,0.995,0.97511,0.27495,0.25384,0.78087,0.00132043,0.00132043,0.00132043
65,6023.27,0.35199,0.30944,0.81648,0.99977,1,0.995,0.9696,0.2793,0.25576,0.78146,0.00131493,0.00131493,0.00131493
66,6119.25,0.37426,0.32306,0.83087,0.99973,1,0.995,0.95995,0.29026,0.26321,0.78171,0.00130943,0.00130943,0.00130943
67,6215.42,0.35872,0.31275,0.82999,0.99971,1,0.995,0.9659,0.29167,0.2589,0.78111,0.00130393,0.00130393,0.00130393
68,6309.77,0.38162,0.32131,0.81634,0.99973,1,0.995,0.97626,0.27228,0.24566,0.78112,0.00129843,0.00129843,0.00129843
69,6404.54,0.35413,0.31163,0.82884,0.99973,1,0.995,0.97298,0.27604,0.25728,0.78282,0.00129293,0.00129293,0.00129293
70,6498.74,0.36869,0.30843,0.81386,0.99972,1,0.995,0.95699,0.31711,0.26681,0.78454,0.00128742,0.00128742,0.00128742
71,6591.69,0.35155,0.30043,0.82513,0.99961,1,0.995,0.9773,0.27989,0.25305,0.78142,0.00128192,0.00128192,0.00128192
72,6686.11,0.35891,0.31217,0.81894,0.99969,1,0.995,0.97454,0.26935,0.25224,0.7794,0.00127642,0.00127642,0.00127642
73,6780.05,0.3581,0.31881,0.80986,0.99969,1,0.995,0.97402,0.25641,0.25371,0.77793,0.00127092,0.00127092,0.00127092
74,6868.88,0.3568,0.31149,0.80907,0.99971,1,0.995,0.964,0.31057,0.25544,0.78213,0.00126542,0.00126542,0.00126542
75,6958.05,0.35955,0.30851,0.82165,0.99973,1,0.995,0.97334,0.2815,0.24173,0.77895,0.00125992,0.00125992,0.00125992
76,7046.97,0.37736,0.30711,0.81813,0.99962,1,0.995,0.96952,0.28732,0.26002,0.77982,0.00125442,0.00125442,0.00125442
77,7135.16,0.36525,0.30913,0.82515,0.99971,1,0.995,0.97408,0.26199,0.25872,0.77694,0.00124892,0.00124892,0.00124892
78,7223.73,0.33212,0.29749,0.80948,0.99973,1,0.995,0.97992,0.25407,0.24065,0.77626,0.00124342,0.00124342,0.00124342
79,7312.8,0.33592,0.2948,0.81036,0.99965,1,0.995,0.9773,0.25142,0.24163,0.77717,0.00123791,0.00123791,0.00123791
80,7402.33,0.33796,0.29821,0.81524,0.99955,1,0.995,0.97096,0.25411,0.24294,0.77689,0.00123241,0.00123241,0.00123241
81,7491.64,0.32849,0.29728,0.80702,0.9997,1,0.995,0.97533,0.25344,0.23131,0.77768,0.00122691,0.00122691,0.00122691
82,7581.24,0.35308,0.29863,0.82944,0.99972,1,0.995,0.97236,0.27479,0.24165,0.7781,0.00122141,0.00122141,0.00122141
83,7669.82,0.33799,0.28421,0.80431,0.99972,1,0.995,0.97515,0.26136,0.23903,0.7761,0.00121591,0.00121591,0.00121591
84,7758.36,0.32911,0.28744,0.804,0.99973,1,0.995,0.97233,0.26289,0.23339,0.77706,0.00121041,0.00121041,0.00121041
85,7848.83,0.33627,0.28916,0.80393,0.99972,1,0.995,0.97444,0.2741,0.24372,0.77789,0.00120491,0.00120491,0.00120491
86,7937.76,0.33278,0.27723,0.8069,0.99968,1,0.995,0.96717,0.2856,0.24608,0.78002,0.00119941,0.00119941,0.00119941
87,8027.49,0.32036,0.27431,0.81722,0.99966,1,0.995,0.9726,0.26035,0.23686,0.77902,0.00119391,0.00119391,0.00119391
88,8117.77,0.35245,0.29775,0.82507,0.99957,1,0.995,0.97783,0.25714,0.23029,0.77785,0.0011884,0.0011884,0.0011884
89,8207.33,0.32129,0.27785,0.80752,0.99957,1,0.995,0.97604,0.27693,0.23285,0.78016,0.0011829,0.0011829,0.0011829
90,8296.14,0.3403,0.28135,0.80729,0.99957,1,0.995,0.98204,0.26653,0.22423,0.78008,0.0011774,0.0011774,0.0011774
91,8384.65,0.33577,0.27642,0.80816,0.9997,1,0.995,0.98188,0.2542,0.21612,0.7775,0.0011719,0.0011719,0.0011719
92,8473.34,0.33438,0.27478,0.81153,0.99976,1,0.995,0.98176,0.25069,0.21748,0.77814,0.0011664,0.0011664,0.0011664
93,8561.96,0.33966,0.285,0.81863,0.99972,1,0.995,0.98116,0.24722,0.21348,0.77671,0.0011609,0.0011609,0.0011609
94,8649.78,0.32788,0.28153,0.81117,0.99971,1,0.995,0.97652,0.26162,0.22051,0.7793,0.0011554,0.0011554,0.0011554
95,8738.78,0.33001,0.28435,0.8165,0.99972,1,0.995,0.97896,0.28098,0.22751,0.7793,0.0011499,0.0011499,0.0011499
96,8827.76,0.31373,0.26947,0.81549,0.99971,1,0.995,0.97998,0.2635,0.2302,0.77829,0.0011444,0.0011444,0.0011444
97,8916.02,0.34263,0.28479,0.8123,0.9997,1,0.995,0.97724,0.25242,0.22282,0.77798,0.00113889,0.00113889,0.00113889
98,9004.06,0.33027,0.27878,0.80489,0.99972,1,0.995,0.97563,0.25478,0.22493,0.77738,0.00113339,0.00113339,0.00113339
99,9093.2,0.3107,0.26433,0.79982,0.99972,1,0.995,0.97857,0.2648,0.22777,0.77886,0.00112789,0.00112789,0.00112789
100,9182.26,0.29979,0.25959,0.80788,0.99972,1,0.995,0.97735,0.27581,0.22768,0.78124,0.00112239,0.00112239,0.00112239
101,9271.81,0.34245,0.28206,0.82255,0.99971,1,0.995,0.98219,0.25313,0.22791,0.77836,0.00111689,0.00111689,0.00111689
102,9361.66,0.34131,0.28817,0.81113,0.99974,1,0.995,0.98271,0.25342,0.22044,0.778,0.00111139,0.00111139,0.00111139
103,9450.7,0.31578,0.27662,0.80321,0.99974,1,0.995,0.98186,0.25224,0.21652,0.77812,0.00110589,0.00110589,0.00110589
104,9538.56,0.31932,0.26597,0.82418,0.99975,1,0.995,0.9824,0.24297,0.20451,0.77655,0.00110039,0.00110039,0.00110039
105,9627.17,0.32016,0.26356,0.81527,0.99971,1,0.995,0.98264,0.25809,0.21429,0.77755,0.00109489,0.00109489,0.00109489
106,9716.76,0.33324,0.26692,0.82015,0.99964,1,0.995,0.97911,0.24797,0.20473,0.77701,0.00108938,0.00108938,0.00108938
107,9805.44,0.31805,0.26519,0.82004,0.99963,1,0.995,0.98537,0.24093,0.20362,0.7773,0.00108388,0.00108388,0.00108388
108,9894.68,0.31002,0.25248,0.8082,0.9997,1,0.995,0.98006,0.23344,0.20032,0.77517,0.00107838,0.00107838,0.00107838
109,9983.87,0.30885,0.25207,0.80022,0.99972,1,0.995,0.981,0.23602,0.2006,0.7748,0.00107288,0.00107288,0.00107288
110,10072.2,0.30381,0.26015,0.81868,0.99971,1,0.995,0.97852,0.24879,0.20602,0.77521,0.00106738,0.00106738,0.00106738
111,10160.3,0.30963,0.25863,0.82761,0.99972,1,0.995,0.98461,0.24909,0.20616,0.77499,0.00106188,0.00106188,0.00106188
112,10249.4,0.32643,0.26274,0.81842,0.99956,1,0.995,0.98444,0.24416,0.20493,0.77386,0.00105638,0.00105638,0.00105638
113,10338,0.3203,0.26001,0.81929,0.99971,1,0.995,0.98388,0.2488,0.20521,0.77457,0.00105088,0.00105088,0.00105088
114,10426.2,0.33171,0.26692,0.8143,0.99971,1,0.995,0.98108,0.24492,0.20615,0.77567,0.00104538,0.00104538,0.00104538
115,10515.1,0.32986,0.27546,0.82247,0.99967,1,0.995,0.98326,0.23385,0.20246,0.77499,0.00103987,0.00103987,0.00103987
116,10605.3,0.30621,0.25593,0.80285,0.99947,1,0.995,0.98514,0.23799,0.20138,0.77587,0.00103437,0.00103437,0.00103437
117,10694.5,0.31437,0.25471,0.80468,0.99948,1,0.995,0.9849,0.23477,0.20755,0.77561,0.00102887,0.00102887,0.00102887
118,10782.8,0.28401,0.25245,0.80798,0.99964,1,0.995,0.98393,0.23151,0.20898,0.77517,0.00102337,0.00102337,0.00102337
119,10871.6,0.29177,0.24763,0.81143,0.9997,1,0.995,0.984,0.23318,0.19927,0.77573,0.00101787,0.00101787,0.00101787
120,10960.4,0.32687,0.25731,0.81089,0.99973,1,0.995,0.98249,0.25862,0.2133,0.77705,0.00101237,0.00101237,0.00101237
121,11048.6,0.32019,0.25924,0.81601,0.9997,1,0.995,0.98613,0.23051,0.20621,0.77445,0.00100687,0.00100687,0.00100687
122,11138.5,0.30974,0.26721,0.81928,0.99973,1,0.995,0.9847,0.22793,0.19391,0.7736,0.00100137,0.00100137,0.00100137
123,11227.3,0.31229,0.25924,0.82458,0.99962,1,0.995,0.98246,0.24071,0.19917,0.77433,0.000995866,0.000995866,0.000995866
124,11315.1,0.3063,0.25012,0.81211,0.99974,1,0.995,0.98399,0.22941,0.19328,0.77295,0.000990365,0.000990365,0.000990365
125,11404.4,0.30267,0.25089,0.80742,0.99971,1,0.995,0.98689,0.23483,0.19963,0.77489,0.000984864,0.000984864,0.000984864
126,11493.7,0.30434,0.25464,0.80713,0.99973,1,0.995,0.9863,0.23977,0.19677,0.77377,0.000979362,0.000979362,0.000979362
127,11582,0.29193,0.24979,0.80864,0.99975,1,0.995,0.99007,0.2164,0.18074,0.77235,0.000973861,0.000973861,0.000973861
128,11669.4,0.30131,0.24953,0.82448,0.99971,1,0.995,0.9855,0.24092,0.19579,0.77361,0.00096836,0.00096836,0.00096836
129,11757.8,0.29664,0.24663,0.81092,0.99967,1,0.995,0.98584,0.23057,0.18948,0.77219,0.000962859,0.000962859,0.000962859
130,11846,0.30624,0.24939,0.80895,0.99973,1,0.995,0.9841,0.24345,0.19782,0.77421,0.000957358,0.000957358,0.000957358
131,11933.9,0.29894,0.24092,0.80265,0.99972,1,0.995,0.98539,0.22306,0.18948,0.77308,0.000951857,0.000951857,0.000951857
132,12023.3,0.29706,0.25105,0.8151,0.99972,1,0.995,0.98228,0.23321,0.19186,0.77355,0.000946356,0.000946356,0.000946356
133,12112.1,0.32012,0.25169,0.8222,0.99972,1,0.995,0.98276,0.23599,0.19769,0.77313,0.000940855,0.000940855,0.000940855
134,12202.1,0.30352,0.24001,0.80014,0.99973,1,0.995,0.98802,0.23066,0.18907,0.77421,0.000935354,0.000935354,0.000935354
135,12291,0.30673,0.24547,0.81332,0.99973,1,0.995,0.9885,0.22252,0.18792,0.77382,0.000929853,0.000929853,0.000929853
136,12380,0.27842,0.22727,0.80329,0.99974,1,0.995,0.98789,0.22652,0.18775,0.77409,0.000924352,0.000924352,0.000924352
137,12468.7,0.28303,0.23625,0.80608,0.99974,1,0.995,0.98662,0.226,0.19179,0.77435,0.00091885,0.00091885,0.00091885
138,12556.7,0.28094,0.22972,0.80422,0.99974,1,0.995,0.99077,0.22081,0.19436,0.77354,0.000913349,0.000913349,0.000913349
139,12645.5,0.29372,0.24169,0.79434,0.99975,1,0.995,0.99008,0.22653,0.18735,0.77366,0.000907848,0.000907848,0.000907848
140,12734.6,0.27739,0.23081,0.7887,0.99973,1,0.995,0.98775,0.21849,0.188,0.77283,0.000902347,0.000902347,0.000902347
141,12823.4,0.29491,0.24007,0.7986,0.99972,1,0.995,0.98544,0.23201,0.18428,0.7738,0.000896846,0.000896846,0.000896846
142,12912.1,0.30835,0.23617,0.83227,0.99973,1,0.995,0.98996,0.21396,0.18268,0.77161,0.000891345,0.000891345,0.000891345
143,13002.1,0.29555,0.23986,0.80447,0.99971,1,0.995,0.99012,0.21923,0.18207,0.77278,0.000885844,0.000885844,0.000885844
144,13090.4,0.28951,0.23427,0.80815,0.99972,1,0.995,0.99014,0.21158,0.18165,0.77176,0.000880343,0.000880343,0.000880343
145,13179.1,0.30227,0.24408,0.82454,0.99973,1,0.995,0.99091,0.2046,0.18034,0.77198,0.000874842,0.000874842,0.000874842
146,13268.2,0.28884,0.2415,0.80705,0.99972,1,0.995,0.98693,0.22925,0.19147,0.77543,0.00086934,0.00086934,0.00086934
147,13357.3,0.28783,0.2388,0.79834,0.99972,1,0.995,0.9897,0.22376,0.18652,0.77346,0.000863839,0.000863839,0.000863839
148,13445.1,0.29048,0.22985,0.81113,0.99971,1,0.995,0.98608,0.21032,0.17972,0.77302,0.000858338,0.000858338,0.000858338
149,13534.2,0.28452,0.22941,0.80699,0.99973,1,0.995,0.98965,0.21929,0.1842,0.77408,0.000852837,0.000852837,0.000852837
150,13629,0.30553,0.23826,0.81969,0.99975,1,0.995,0.98983,0.20907,0.17684,0.77328,0.000847336,0.000847336,0.000847336
